Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,LINCOLN ELECTRIC,"CONTACT TIP 350, .052",KP2744-052,1069365,130716,,150,$0.69,$0.69,2024-09-17,,122,$103.50
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",SB3/05,MICHIGAN PNEUMATIC,"Bumper, Poly for Rivet Buster",2104P-ORANGE,258768,54258,,150,$2.50,$2.55,2024-08-31,2025-01-14,3,$382.50
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.06.02,TECHNIWELD,Cable Lug For 1/0-2/0 Cable (Comparable to Tweco: T-120 and Lenco: L-1020),RTP1020,911962,3871685,,150,$1.80,$1.80,2024-05-06,,256,$270.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/01,GENERAL WORK PRODUCTS,EA 6XL ORG MESH REFLCTIV VEST CL2,SVO2184FR6XL,480423,2255332,,150,$4.25,$4.25,2023-01-25,,723,$637.50
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/01,GENERAL WORK PRODUCTS,EA 5XL ORG MESH REFLCTIV VEST CL2,SVO2184FR5XL,480422,2255183,,150,$4.25,$4.25,2023-08-20,,516,$637.50
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/01/B/02,GENERAL WORK PRODUCTS,EA LARGE SAFETY VEST ORANGE,SVOL,835760,2254793,700829100980,150,$3.25,$3.25,2024-08-31,2024-12-29,19,$487.50
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",SB1/01,PROFAX,No. 1/0 thru No. 2/0 (50-70mm²),07020,440726,2053694,,150,$1.65,$1.65,2022-11-18,2024-12-30,18,$247.50
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",9/D/2,3M,RESPIRATOR 3M 2097 PARTICULATE FILTER 2/PK,2097,923325,1906256,051131071841,150,$8.80,$8.80,2024-05-16,,246,"$1,320.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Parts Bin #1 - I,MICHIGAN PNEUMATIC,RETAINER ONE PIECE SOCKET,RR10032S,1178981,118412,,150,$4.33,$4.33,2024-12-23,,25,$649.50
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 5 - ROW C - BIN 2,LOCTITE,"Nickel Anti-Seize, 8oz Can",235028,802090,2035043,079340771246,150,$21.50,$21.23,2024-12-23,,25,"$3,184.74"
"Charlotte, NC - Tooling Solutions","Charlotte, NC - Tooling Solutions",,MICHIGAN PNEUMATIC,"Chisel 12"" Flat ( Chipping Hammer )",303-12,1012878,62468,,150,$9.95,$9.95,2025-01-06,,11,"$1,492.50"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,LOWES,FOLDING CHAIR,1085848,431831,2052724,,150,$14.68,$24.98,2022-11-04,,805,"$3,747.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",8/D/3,TECHNIWELD,E7018 H4 5/32 DIAMETER ELECTRODE 10LB TUBE VACUUM PACKAGED,7018I15610V,1142514,4120650,,150,$1.37,$1.37,2024-11-19,,59,$205.50
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",J 6 5,WESTWARD,"Crowfoot Socket Wrench: Alloy Steel, Chrome, 3/8 in Drive Size, 3/4 in Head Size",54PR40,1116655,5909305,,150,$8.25,$8.25,2024-12-12,2024-12-13,35,"$1,237.50"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",9/D/2,3M,"2000 Series Particulate Filter, P100, Particulates, Magenta, 2/PK",2091,923326,2250493,051131070004,150,$6.83,$6.83,2024-05-16,,246,"$1,024.50"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",H102,NORTON,"Vitrified Mounted Point: 1 in Dia, A3, 2-3/4 in, Extra Coarse, Aluminum Oxide, 36 Grit",61463624377,999325,1549884,0614636243770,150,$3.46,$3.46,2024-08-08,,162,$519.18
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",C1-05-02,MICHIGAN PNEUMATIC,"12"" Jumbo Moil Point (Rivet Buster)",JRB-12MP-USA,922234,54282,,150,$15.95,$15.81,2024-08-30,,140,"$2,371.82"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C4/D/03,FTL ENTERPRISES,"UNIVERSAL 1"" RET RING",ESR3,517141,3549215,,150,$2.31,$2.31,2024-08-31,,139,$346.50
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",ShowRoom Floor BA04F,CGW,7/8 X 2-1/2 X 1/4 A-1 PA60,35951,798203,4002723,,150,$2.72,$2.72,2024-02-12,2024-02-14,338,$408.00
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-JJ5,DIABLO TOOLS,9 in. Bi-Metal Recip Blade for Medium Metal Cutting (1/16 in. to 5/16 in.),DS0914BF,948441,4163779,,150,$1.62,$1.62,2024-06-13,2024-06-13,218,$243.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C1/E/12,PROFAX,1/8 collet,10N25,517200,3556675,846306059546,149,$0.51,$0.51,2024-08-31,2024-09-12,127,$75.99
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",06/C/01,GENERAL WORK PRODUCTS,2GAL WHITE BUCKET,PB2G,472353,2250491,,148,$2.65,$2.65,2023-01-13,,735,$392.20
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/B/03,MCR SAFETY,"Cut-Resistant Sleeve: ANSI/ISEA Cut Level A3, Kevlar® ( 7 ga ), Yellow, Sleeve, Knit Cuff",9372,1025782,5858306,,148,$2.00,$2.00,2024-12-29,2024-12-18,30,$296.00
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",,BULK - WELDING LEAD,WELDING CABLE 2/0 EXTENSION MXF 50',900-0255,441200,115080,,147,$214.00,$178.88,2024-10-07,2025-01-17,0,"$26,295.08"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",C1-05-02,MICHIGAN PNEUMATIC,"12"" Jumbo Chisels ( Rivet Buster )",JRB-12FC-USA,922233,54283,,147,$15.95,$15.80,2024-07-03,,198,"$2,322.66"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",ShowRoom Floor AA02E/ BR SCT 1 AA01F,IRONWEAR,GREY HARMONY SAFETY GLASSES,3550-G-G,351449,699341,,146,$0.66,$0.66,2024-10-11,2023-07-05,562,$96.36
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",F/6/2,CENTURY,50' 12/3 SJTW Pro Star Ext Cord (Yellow),D11712050YL,900416,3750695,661899157130,146,$29.45,$28.96,2024-05-17,2024-09-23,116,"$4,227.87"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",H103,NORTON,"Wire Wheel Brush: 4 1/2 in Brush Dia., 5/8""-11 Arbor Hole, 0.02 in Wire Dia., Carbon Steel",66252839111,915367,2038766,662528391116,145,$3.08,$3.08,2024-08-04,,166,$446.60
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",06/A/04,HEXARMOR,GLOVE RIG LIZARD THIN LIZZIE THERMAL  (12/PK),2091-2X,689265,3836229,,145,$9.78,$9.78,2024-03-11,2024-08-23,147,"$1,418.10"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",,BULK - WELDING LEAD,WELDING CABLE 2/0 EXTENSION MXF 50',900-0255,266723,115080,,145,$205.36,$184.62,2024-10-30,2025-01-17,0,"$26,770.32"
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",RACK 20-A,BULK - SAFETY,TRAFFIC DELINEATOR,430-1430,1058663,3996695,,145,$24.37,$22.22,2025-01-06,2024-10-29,80,"$3,222.39"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",C/4/1,BULK - WELDING LEAD,WELDING CABLE 2/0 ELECTRODE HOLDER 250 AMP 10',900-0290,1094762,115085,,145,$93.75,$93.75,2024-10-09,,100,"$13,593.75"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",D/WALL/FLOOR,TINGLEY,Lightweight Magnaprene™ is single coated neoprene on nylon Overalls,O12008-L,981961,3977214,081138800236,144,$34.75,$34.75,2024-07-18,,183,"$5,004.00"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",s/1/3,BULK - POWER EXTENSION CORD,CABLE EXTENSION CORD 50',500-1050,761971,115064,,144,$49.90,$46.65,2024-12-18,2024-08-28,142,"$6,716.94"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",F104,EAGLE TAPTEK,MED LINE BLUE PAINT MARKER 2.3MM,PM16-00216 BLU,936623,2249761,842006002165,144,$1.77,$1.77,2024-12-13,,35,$254.88
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01,HEXARMOR,VS250 Clear Trushield S,11-14001-02,517550,3468592,,144,$7.08,$7.08,2023-03-09,,680,"$1,019.52"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-HH2,ORGILL INC,OIL 2CYCLE SEMI-SYNTH 2.6 OZ,10058,1102322,5881152,,144,$1.89,$1.89,2024-10-15,,94,$272.16
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/B/02,HEXARMOR,"Heat Armor, A6, Premium Goat, MIG Welding Glove",5058-L (9),517599,3468646,,144,$14.12,$14.12,2023-03-09,,680,"$2,033.28"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",C/2/FLOOR/C/2/1,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 150 ft, Yellow",T2WYB150,1008231,5857716,,144,$525.00,$525.00,2024-08-13,,157,"$75,600.00"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",wooden parts cabinet sct D AA01A,MICHIGAN PNEUMATIC,RETAINER SPRING FOR CHIPPING HAMMER,1194-2,317760,40501,,144,$0.65,$0.68,2024-08-29,2024-10-29,80,$97.92
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",C/1/3,GENERAL WORK PRODUCTS,ROLL 3/4 X 520 THREAD SEAL TAPE,T3/4T520 - ROLL,956172,2053494,7008291533378,144,$0.45,$0.45,2024-06-20,,211,$64.80
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/A/03,3M,RESPIRATOR 3M 2097 PARTICULATE FILTER 2/PK,2097,388900,1906256,051131071841,144,$7.65,$7.79,2024-12-17,2024-09-24,115,"$1,121.37"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/1/6,PYRAMEX,GOAT A5 HPPE IMPACT L,GL3006CKBL,1117980,5909900,,144,$8.50,$8.50,2024-10-28,,81,"$1,224.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",OB/RIGHT WALL & OB FRONT CENTER RIGHT,CON-DRI,Vapor Block 15 mil 14’ x 140’,VB15,1062612,5857793,,144,$230.00,$230.00,2024-09-11,,128,"$33,120.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",S5/05,TECHNIWELD,"Armour Guard's TIG welding gloves, Med, Superior top grain pearl kidskin leather",AG24CM,598632,3690784,843088156920,144,$4.96,$4.96,2023-08-08,,528,$714.24
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-A1,GENERIC,"RipCord Retractors with NRR27, SNR34 PermaPlug Earplugs (pair)",RTR-PP,1062841,5222948,,144,$4.50,$4.50,2024-09-11,2024-09-12,127,$648.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01,HEXARMOR,MX250 Clear TruShield,11-15001-04,517551,3468596,,144,$9.41,$9.41,2023-03-09,,680,"$1,355.04"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01,HEXARMOR,MX250 12% TruShield,11-15003-04,517552,3468597,,144,$10.19,$10.19,2023-03-09,,680,"$1,467.36"
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",2F1,CENTURY,50' 12/3 SJTW Pro Star Ext Cord (Yellow),D11712050YL,897463,3750695,661899157130,144,$29.45,$29.45,2024-04-23,2025-01-17,0,"$4,240.80"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/B/01,MCR SAFETY,"Memphis Cut Pro, 10ga HPPE, All Black XXL",92720NFXXL,497718,3426175,,144,$4.82,$4.82,2023-02-15,,702,$694.08
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,PYRAMEX,"Glasses, Gray Lens with Gray Temples, Intruder",S4120S,682433,2060548,814992008629,144,$0.55,$0.65,2023-10-09,,466,$93.60
"Newark, NJ - Tooling Solutions","Newark, NJ - Tooling Solutions",B2-4,PYRAMEX,18G A4 HPPE MICROFOAM NITRILE T/SC M,GL620CM,912129,4129640,,144,$3.20,$3.25,2024-09-24,,115,$468.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",T2/06,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 150 ft, Yellow",T2WYB150,1173603,5857716,,144,$475.00,$475.00,2024-12-18,,30,"$68,400.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C1.07.03,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 200 ft, Yellow",T2WYB200,930244,2040979,,144,$5.25,$5.25,2024-05-23,,239,$756.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/02,HEXARMOR,"21 ga A4, Foam Nitrile Palm Touchscreen Impact Glove",3016-L (9),517553,3468602,,144,$13.28,$13.28,2023-03-09,,680,"$1,912.32"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,PYRAMEX,Indoor/Outdoor Mirror Lens with Indoor/Outdoor Mirror Temples,S4180S,993272,2060549,814992009787,144,$0.75,$0.75,2024-07-29,,172,$108.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/01,MCR SAFETY,Oil Block Goat Kevlar Liner w/ TPR A5 L,36336KL,497712,3426167,,144,$12.43,$12.43,2023-02-15,,702,"$1,789.92"
"Newark, NJ - Tooling Solutions","Newark, NJ - Tooling Solutions",B2-5,PYRAMEX,18G A4 HPPE MICROFOAM NITRILE T/SC XL,GL620CXL,912130,4129641,,144,$3.20,$3.25,2024-09-24,,115,$468.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/02,HEXARMOR,"A1 Micro Foam Nitrile, Seamless High Dexterity Low Cut",1070-L (9),517610,3468670,,144,$2.75,$2.75,2023-03-09,,680,$396.00
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",H/2/4,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 200 ft, Yellow",T2WYB200,918070,2040979,,144,$5.25,$5.25,2024-05-10,,252,$756.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",,BULK - POWER EXTENSION CORD,CABLE EXTENSION CORD 50',500-1050,1179488,115064,,144,$28.19,$28.19,2024-12-23,,25,"$4,059.36"
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",,DEWALT,"RESALE ONLY - 4.5"" PADDLE SW. ANGLE GRINDER, SMALL",DWE402N,1171206,11649,,144,$71.00,$71.00,2024-12-17,,31,"$10,224.00"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/03,MAGID GLOVE AND SAFETY MANUFACTURING CO. LLC,"IMPACT GLOVE T-REX LEATHER PALM CUT, MED",TRX744M,337121,698972,,144,$9.72,$9.42,2024-12-18,2024-08-30,140,"$1,356.28"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,PYRAMEX,"Glasses, Safety, Clear Lens with Clear Temples, INTRUDER,",S4110S,682434,2060546,814992008612,144,$0.55,$0.61,2023-10-09,,466,$87.84
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-P4,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 150 ft, Yellow",T2WYB150,1081518,5857716,,144,$5.25,$5.25,2024-09-26,,113,$756.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01,HEXARMOR,VS250 56% Silver Mirror AF,11-14004-06,545905,3468594,,144,$9.35,$9.35,2023-04-17,,641,"$1,346.40"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",F/2/1,TECHNIWELD,"Hot Mill glove, heavy weight, triple-ply cotton palm, cotton fingers, knuckle strap, band top cuff. Color: Natural. Size: L.",PI28BTPL,852276,4120702,,144,$1.58,$1.58,2024-03-27,,296,$227.52
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/01,MCR SAFETY,Oil Block Goat Kevlar Liner w/ TPR A5 XL,36336KXL,497713,3426168,,144,$12.73,$12.73,2023-02-15,,702,"$1,833.12"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/H/3,GENERAL WORK PRODUCTS,"Barrier Tape, Woven, 2 In, x 150 ft, Yellow",T2WYB150,1022300,5857716,,144,$4.75,$4.75,2024-08-26,,144,$684.00
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",Zone-6,DEWALT,"RESALE ONLY - 4.5"" PADDLE SW. ANGLE GRINDER, SMALL",DWE402N,1178730,11649,,144,$71.00,$71.00,2024-12-23,,25,"$10,224.00"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,DEWALT,DEWALT 14 in. x 1/8 in. x 1 in. High-Speed Metal Cutting Wheels Type 1,DWA8030X,908918,3872889,40028877510338,143,$4.19,$4.19,2024-07-01,2024-08-08,162,$599.17
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",06/A/03,PIP,GLOVE LATEX BLACK NEOPRENE ACETONE RESISTANT,52-3665/L,692220,3835942,,143,$1.14,$1.14,2024-12-19,2024-08-23,147,$163.02
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-M9-N2,CENTURY,50' 12/3 SJTW Pro Star Ext Cord (Yellow),D11712050YL,839981,3750695,661899157130,143,$29.45,$29.04,2024-05-02,2024-10-08,101,"$4,152.72"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",2/A/4,DEWALT,"SCREWDRIVER POWER BIT SLOTTED #10 X 3-1/2"" OAL",DW2040,689104,3835159,,143,$0.63,$0.63,2023-10-16,,459,$90.09
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,MCR SAFETY,"PU COATED WORK GLOVES, MEDIUM",9669M,966112,3746005,30451439669299,143,$1.25,$1.25,2024-07-01,,200,$178.32
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/05,GENERAL WORK PRODUCTS,EA M ORNG MESH REFLCTIV VEST CL 2,SVO2184FRM,485682,2255052,700829100690,143,$4.25,$4.25,2024-08-31,2023-06-16,581,$607.75
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",gloves/2/2,MAGID GLOVE AND SAFETY MANUFACTURING CO. LLC,Medium Goatskin Para-Aramid Lined Driver Impact Glove – Cut Level A6,TRX814M,898155,2038958,,142,$10.00,$10.00,2024-08-27,,143,"$1,420.00"
"Savannah, GA - Tooling Solutions","Savannah, GA - Tooling Solutions",Rack 1 A1/ Lincoln Electric Display,LINCOLN ELECTRIC,"DIFFUSER, THREAD-ON, 350A",KP2746-1,853537,11991,015082877945,142,$7.55,$7.55,2024-07-02,2024-04-08,284,"$1,072.10"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Aisle 4 - Row A - Bin 1 / Aisle 4 - Row A - Bin 2,CENTURY,100' 12/3 SJTW Pro Star Ext Cord (Yellow),D11712100YL,712278,3750696,,142,$48.99,$50.12,2025-01-14,2025-01-14,3,"$7,117.37"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",7/A/6,DBI-SALA,"PYTHON UTILITY BELT XL TO 3XL 40"" TO 54""",1500114,683349,3840307,,142,$11.79,$11.79,2024-12-19,2024-08-23,147,"$1,674.18"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",07-04-04-01C,GENERAL WORK PRODUCTS,5-gallon white bucket,PB5G,1000631,1389065,,142,$5.65,$5.65,2024-12-24,,24,$802.30
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",07/A/03,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,415343,2038764,18149920043311,142,$13.75,$13.75,2024-08-31,2024-12-30,18,"$1,952.50"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",J101,GENERAL WORK PRODUCTS,"MED, LEATHER GLOVE, PAIR",G9060M-PAIR,438780,2053081,700829121756,142,$8.00,$8.33,2025-01-14,2024-05-02,260,"$1,183.00"
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",A1 - 2,PYRAMEX,"L - EA, Goatskin Leather Driver's Gloves",GL3011KL,764206,3749654,,142,$1.88,$1.88,2024-12-09,2024-03-22,301,$266.96
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01,HEXARMOR,VS250 23% Dark TruShield S,11-14003-02,557835,3468593,,142,$7.44,$7.44,2023-05-03,2023-05-15,613,"$1,056.48"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",01/B/04,METABO,WEPBA 19-150 Q DS M-BRUSH (613117420) ANGLE GRINDER,613117420,753724,3991469,,142,$235.53,$235.53,2024-12-13,,35,"$33,445.26"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",08/C/01,GENERAL WORK PRODUCTS,"CASE BLUE DISPOSABLE COVERALLS, HOOD AND BOOT",PPCB1641-3X-BULK,525432,3556842,,142,$48.00,$48.00,2024-12-14,2024-07-30,171,"$6,816.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Radio Room - RM1C,BULK - RADIO,RADIO MICROPHONE 7550,770-1307,648305,3730713,,142,$34.00,$5.93,2024-08-26,2024-12-23,25,$841.68
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,3M,EARMUFF NRR25 OVER THE HEAD,QM24,963939,3745542,,141,$7.69,$7.69,2024-06-28,,203,"$1,084.29"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/A/05,NORTON,"2""X1""X1/4"" SHANK FLAP WHEELS P80 MINI-WHEELS R207",63642502601,542839,3556786,,140,$4.71,$4.68,2024-08-31,2024-08-31,139,$654.96
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",ShowRoom Floor BB04A / Mis/B/Sec 4 AA01I,TECHNIWELD,"3 X 19 Stainless Steel Scratch Brush, 13-3/4 X 7/8",SS85047,958774,3744550,843088137561,140,$1.80,$1.75,2024-09-23,2024-11-01,77,$245.06
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",C/4/1,BULK - WELDING LEAD,WELDING CABLE 2/0 GROUND CLAMP 300 AMP 3' STEEL CLAMP,900-0218,1094763,3975959,,140,$48.13,$48.13,2024-10-09,,100,"$6,738.20"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 3 - ROW A - BIN 3,DEWALT,4-1/2 X 5/8-11 40G T27 HP FLAP,DW8356,420820,1550611,885911036221,140,$3.08,$3.59,2025-01-14,2025-01-14,3,$503.06
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/01/A/01,GENERAL WORK PRODUCTS,EA 3XL LIME MESH REFLCTV VEST CL2,SVL2184FR3XL,1028560,2255021,,140,$4.50,$4.50,2024-08-31,,139,$630.00
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW A - BIN 3,GENERAL WORK PRODUCTS,EA L LIME MESH REFLCTV VEST CL2,SVL2184FRL,723333,2254874,700829100225,140,$4.50,$4.50,2025-01-14,2025-01-15,2,$630.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",02/B/02,Relton,"BIT DRILL 3/16"" X 8"" X 6"" SDS+",REL 207-3-8,681592,3835868,,140,$2.16,$2.16,2023-10-09,,466,$302.40
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",07-11-02-02C,CENTURY,50' 12/3 SJTW Pro Star Ext Cord (Yellow),D11712050YL,690396,3750695,661899157130,139,$29.45,$29.33,2024-01-22,2024-12-24,24,"$4,076.63"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",Parts Room 1-A4,CLEMCO,Perforated Outer Lens,04361,376196,1549821,,139,$0.10,$21.54,2023-02-21,2023-10-10,465,"$2,994.06"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 4 / AISLE 6 - ROW A - BIN 4,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,714938,2038764,18149920043311,138,$13.77,$13.77,2024-08-26,2025-01-15,2,"$1,900.26"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",07/B/03,PYRAMEX,GOGGLE SAFETY V2G GRAY LENS 12/BOX,GB1820ST,692233,3835889,,138,$2.22,$2.22,2023-10-18,,457,$306.36
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,BULK - TOOL CORDLESS BATTERY,BATTERY CORDLESS 18V MILWAUKEE,730-0018,859814,2054474,,138,$95.51,$123.49,2024-04-15,2024-12-27,21,"$17,041.98"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",6/B/4,ANSELL,GLOVE HYFLEX LITE ANSELL SIZE 11  WHITE,11-600-11-WH-1,699273,3835485,,138,$0.99,$0.99,2023-10-26,,449,$136.62
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",07/A/03,PYRAMEX,Disposable Uncorded Earplugs,DP1000,477279,2060551,18149920043243,138,$13.75,$13.75,2024-05-02,2024-12-30,18,"$1,897.57"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,GENERAL WORK PRODUCTS,"EACH BLUE DISPOSABLE COVERALLS, HOOD AND BOOT",PPCB1641-XL-EACH,963871,3556846,700829134626,138,$1.92,$1.92,2024-06-28,2024-11-27,51,$264.96
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",,GENERAL WORK PRODUCTS,"1/2"" X 520"" THREAD SEAL TAPE",T1/2T520 - ROLL,841094,2054247,7008291516234,138,$0.25,$0.25,2025-01-15,,2,$34.50
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/02/A/02,CS UNITEC,"Hacksaw Blade 30"" SL, 12 TPI",Z22-75 HSS,378533,50783,,138,$40.15,$38.86,2024-12-30,2023-12-27,387,"$5,363.25"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",3/B/1,MICHIGAN PNEUMATIC,"12"" Jumbo Chisels ( Rivet Buster )",JRB-12FC-USA,570001,54283,,137,$15.95,$15.40,2024-06-18,2025-01-16,1,"$2,109.64"
